work_id,mp_id,state,district,financial_year,nature_of_work,description,implementing_agency,vendor_id,sanctioned_amount,expenditure_incurred,amount_released,progress_pct,status,recommend_date,sanction_date,execution_start_date,first_payment_date,completion_date,completion_photo_id,has_completion_evidence
W00123,MP005,Tamil Nadu,Salem,2025-26,CC road / paver block,"CC road / paver block at ward 23, Salem",IA034,V005,921000,642000,518000,66,in_progress,2024-10-11,2024-12-21,2025-01-22,2025-06-12,,,False
W00124,MP009,Karnataka,Belagavi,2024-25,Solar street lights,"Solar street lights at ward 16, Belagavi",IA008,V048,295000,209000,160000,70,in_progress,2025-07-20,2025-09-21,2025-10-13,2026-04-11,,,False
W00125,MP024,Maharashtra,Pune,2025-26,e-Library,"e-Library at ward 9, Pune",IA017,V059,1779000,1794000,1726000,100,completed,2025-09-07,2025-10-26,2025-11-29,2026-01-30,2026-04-29,IMG_W00125,True
W00126,MP019,Maharashtra,Thane,2025-26,School classroom block,"School classroom block at ward 32, Thane",IA004,V036,2214000,3300000,2209000,100,completed,2024-05-13,2024-06-24,2024-08-04,2024-09-06,2025-01-01,IMG_W00126,True
W00127,MP015,Tamil Nadu,Trichy,2025-26,e-Library,"e-Library at ward 8, Trichy",IA017,V035,972000,637000,558000,65,in_progress,2023-11-24,2024-01-05,2024-01-22,2024-04-25,,,False
W00128,MP005,Tamil Nadu,Trichy,2023-24,Culvert / drainage,"Culvert / drainage at ward 40, Trichy",IA015,V042,634000,322000,286000,51,in_progress,2024-10-26,2024-11-28,2024-12-15,2025-01-14,,,False
W00129,MP014,Tamil Nadu,Madurai,2023-24,Community hall,"Community hall at ward 7, Madurai",IA003,V006,2600000,2415000,2295000,100,completed,2023-05-24,2023-08-14,2023-09-08,2024-01-13,2023-12-30,IMG_W00129,True
W00130,MP016,Maharashtra,Nagpur,2024-25,Community hall,"Community hall at ward 26, Nagpur",IA004,V057,2334000,2147000,3219000,100,completed,2025-06-18,2025-07-27,2025-08-18,2026-02-28,2025-12-13,IMG_W00130,True
W00131,MP018,Maharashtra,Nashik,2024-25,CC road / paver block,"CC road / paver block at ward 14, Nashik",IA036,V050,1781000,1735000,1639000,100,completed,2023-05-26,2023-08-18,2023-09-07,2023-11-10,2024-06-07,IMG_W00131,True
W00132,MP009,Karnataka,Bengaluru,2023-24,Public toilet block,"Public toilet block at ward 9, Bengaluru",IA030,V052,400000,350000,349000,100,completed,2025-06-22,2025-08-05,2025-09-10,2026-02-22,2026-06-23,IMG_W00132,True
W00133,MP011,Maharashtra,Thane,2025-26,CC road / paver block,"CC road / paver block at ward 22, Thane",IA031,V059,2165000,2216000,2031000,100,completed,2023-11-29,2023-12-30,2024-02-08,2024-05-08,2024-05-22,IMG_W00133,True
W00134,MP022,Tamil Nadu,Chennai,2025-26,Culvert / drainage,"Culvert / drainage at ward 40, Chennai",IA031,V041,1011000,1050000,978000,100,completed,2023-07-01,2023-08-16,2023-09-03,2023-12-14,2023-11-08,IMG_W00134,True
W00135,MP018,Maharashtra,Thane,2025-26,Drinking water - borewell,"Drinking water - borewell at ward 25, Thane",IA010,V025,351000,337000,310000,100,completed,2025-05-05,2025-06-24,2025-08-03,2025-11-17,2026-02-27,IMG_W00135,True
W00136,MP024,Maharashtra,Nagpur,2025-26,Public toilet block,"Public toilet block at ward 36, Nagpur",IA021,V044,737000,0,0,0,sanctioned,2024-09-04,2024-10-08,,,,,False
W00137,MP022,Tamil Nadu,Coimbatore,2025-26,Solar street lights,"Solar street lights at ward 1, Coimbatore",IA016,V012,538000,507000,490000,100,completed,2024-06-13,2024-07-22,2024-08-28,2025-03-06,2025-04-20,IMG_W00137,True
W00138,MP020,Karnataka,Hubli,2025-26,e-Library,"e-Library at ward 21, Hubli",IA007,V006,1614000,1469000,1382000,100,completed,2024-09-03,2024-10-08,2024-11-14,2025-05-17,2025-08-11,IMG_W00138,True
W00139,MP023,Karnataka,Hubli,2024-25,School classroom block,"School classroom block at ward 14, Hubli",IA029,V020,1061000,2249000,1049000,100,completed,2024-06-23,2024-09-16,2024-10-04,2025-02-08,2025-05-01,IMG_W00139,True
W00140,MP005,Maharashtra,Nashik,2023-24,CC road / paver block,"CC road / paver block at ward 25, Nashik",IA027,V029,775000,167000,138000,25,in_progress,2024-10-10,2025-01-03,2025-02-16,2025-03-21,,,False
W00141,MP021,Tamil Nadu,Coimbatore,2023-24,Community hall,"Community hall at ward 38, Coimbatore",IA018,V032,2933000,2827000,2801000,100,completed,2025-09-25,2025-12-04,2025-12-19,2026-04-20,2026-05-07,IMG_W00141,True
W00142,MP019,Tamil Nadu,Salem,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 5, Salem",IA031,V041,728000,0,0,0,sanctioned,2023-05-13,2023-06-27,,,,,False
W00143,MP004,Karnataka,Bengaluru,2023-24,e-Library,"e-Library at ward 5, Bengaluru",IA008,V016,1774000,1836000,1817000,100,completed,2023-10-24,2023-12-08,2023-12-27,2024-06-02,2024-06-15,IMG_W00143,True
W00144,MP013,Maharashtra,Nashik,2023-24,Culvert / drainage,"Culvert / drainage at ward 21, Nashik",IA011,V058,835000,779000,775000,100,completed,2024-05-28,2024-07-27,2024-08-31,2024-12-01,2025-06-07,IMG_W00144,True
W00145,MP018,Maharashtra,Nashik,2024-25,CC road / paver block,"CC road / paver block at ward 40, Nashik",IA030,V034,2315000,2007000,1974000,100,completed,2024-07-25,2024-08-29,2024-10-10,2025-03-09,2025-01-11,IMG_W00145,True
W00146,MP017,Karnataka,Bengaluru,2023-24,Solar street lights,"Solar street lights at ward 10, Bengaluru",IA027,V022,2497569,2353000,216000,100,completed,2024-07-13,2024-08-23,2024-09-12,2025-03-07,2025-04-20,IMG_W00146,True
W00147,MP010,Maharashtra,Thane,2024-25,e-Library,"e-Library at ward 37, Coimbatore",IA034,V059,1578000,1430000,1331000,100,completed,2024-11-19,2025-02-14,2025-03-12,2025-08-26,2025-08-04,IMG_W00147,True
W00148,MP017,Maharashtra,Nagpur,2024-25,School classroom block,"School classroom block at ward 12, Nagpur",IA022,V043,2362000,2275000,2117000,100,completed,2023-10-05,2023-12-25,2024-01-12,2023-12-30,2024-07-11,IMG_W00148,True
W00149,MP017,Karnataka,Bengaluru,2024-25,School classroom block,"School classroom block at ward 39, Bengaluru",IA035,V034,808000,747000,692000,100,completed,2025-11-14,2026-01-26,2026-02-14,2026-06-04,2026-05-23,IMG_W00149,True
W00150,MP016,Karnataka,Hubli,2024-25,CC road / paver block,"CC road / paver block at ward 17, Hubli",IA021,V019,2081000,2176000,1985000,100,completed,2025-05-26,2025-08-18,2025-09-06,2025-10-10,2026-03-16,IMG_W00150,True
W00151,MP009,Karnataka,Bengaluru,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 40, Bengaluru",IA028,V045,271000,273000,272000,100,completed,2025-06-22,2025-09-14,2025-10-15,2026-01-14,2026-04-08,IMG_W00151,True
W00152,MP006,Tamil Nadu,Chennai,2023-24,e-Library,"e-Library at ward 14, Chennai",IA039,V057,1747000,1584000,1576000,100,completed,2023-09-28,2023-10-29,2023-11-20,2024-01-09,2024-07-26,IMG_W00152,True
W00153,MP017,Tamil Nadu,Salem,2025-26,e-Library,"e-Library at ward 17, Salem",IA033,V023,1940000,0,0,0,sanctioned,2024-08-01,2024-09-05,,,,,False
W00154,MP022,Tamil Nadu,Coimbatore,2024-25,Solar street lights,"Solar street lights at ward 11, Coimbatore",IA027,V049,2494928,2274000,392000,77,in_progress,2025-04-12,2025-06-28,2025-08-08,2026-01-03,,,False
W00155,MP004,Karnataka,Bengaluru,2024-25,School classroom block,"School classroom block at ward 29, Bengaluru",IA019,V029,1980000,1831000,1666000,100,completed,2026-01-07,2026-02-22,2026-03-13,2026-08-25,2026-11-23,IMG_W00155,True
W00156,MP007,Maharashtra,Nashik,2025-26,School classroom block,"School classroom block at ward 24, Nashik",IA005,V041,942000,972000,966000,100,completed,2025-09-23,2025-11-01,2025-12-14,2026-05-14,2026-04-14,IMG_W00156,True
W00157,MP019,Maharashtra,Thane,2023-24,e-Library,"e-Library at ward 33, Thane",IA028,V033,923000,917000,889000,100,completed,2024-08-18,2024-10-10,2024-11-08,2025-05-19,2025-07-07,IMG_W00157,True
W00158,MP001,Maharashtra,Nagpur,2025-26,Community hall,"Community hall at ward 2, Nagpur",IA039,V029,3472000,3085000,2864000,100,completed,2025-10-22,2025-12-07,2026-01-02,2026-03-28,2026-05-24,IMG_W00158,True
W00159,MP024,Maharashtra,Nashik,2025-26,e-Library,"e-Library at ward 38, Nashik",IA013,V036,1907000,1887000,1763000,100,completed,2023-06-29,2023-09-23,2023-10-12,2024-04-16,2024-07-30,IMG_W00159,True
W00160,MP012,Maharashtra,Thane,2024-25,School classroom block,"School classroom block at ward 9, Thane",IA027,V058,2498660,2275000,2427000,11,in_progress,2025-01-20,2025-03-25,2025-04-29,2025-07-17,,,False
W00161,MP017,Maharashtra,Nagpur,2024-25,e-Library,"e-Library at ward 23, Nagpur",IA019,V060,1400000,1385000,1260000,100,completed,2023-11-06,2024-01-17,2024-02-15,2024-08-18,2024-08-08,IMG_W00161,True
W00162,MP001,Tamil Nadu,Madurai,2023-24,Community hall,"Community hall at ward 14, Madurai",IA020,V038,3477000,3015000,2969000,100,completed,2024-11-17,2025-01-19,2025-02-17,2025-06-08,2025-09-15,IMG_W00162,True
W00163,MP017,Maharashtra,Thane,2023-24,Solar street lights,"Solar street lights at ward 9, Thane",IA005,V060,602000,612000,598000,100,completed,2023-12-10,2024-03-09,2024-04-14,2024-07-01,2024-08-12,IMG_W00163,True
W00164,MP003,Karnataka,Mysuru,2023-24,Public toilet block,"Public toilet block at ward 25, Mysuru",IA002,V048,917000,849000,804000,100,completed,2023-04-24,2023-06-24,2023-07-11,2023-10-15,2024-04-24,IMG_W00164,True
W00165,MP012,Karnataka,Bengaluru,2024-25,CC road / paver block,"CC road / paver block at ward 16, Bengaluru",IA007,V036,1922000,1327000,1167000,74,in_progress,2023-04-07,2023-06-14,2023-07-07,2024-01-04,,,False
W00166,MP011,Maharashtra,Pune,2024-25,Public toilet block,"Public toilet block at ward 21, Pune",IA026,V039,404000,419000,404000,100,completed,2025-05-16,2025-08-06,2025-09-20,2026-01-07,2025-11-19,IMG_W00166,True
W00167,MP019,Karnataka,Belagavi,2025-26,Solar street lights,"Solar street lights at ward 23, Belagavi",IA014,V020,781000,681000,648000,100,completed,2025-08-05,2025-09-27,2025-11-07,2025-12-28,2026-06-06,IMG_W00167,True
W00168,MP021,Tamil Nadu,Chennai,2025-26,e-Library,"e-Library at ward 23, Chennai",IA024,V016,1310000,1270000,1270000,100,completed,2024-01-10,2024-03-19,2024-04-18,2024-09-01,2025-01-20,IMG_W00168,True
W00169,MP011,Maharashtra,Thane,2024-25,e-Library,"e-Library at ward 7, Thane",IA014,V034,796000,752000,734000,100,completed,2024-10-07,2024-12-24,2025-02-03,2025-03-20,2025-04-14,IMG_W00169,True
W00170,MP013,Karnataka,Belagavi,2024-25,Culvert / drainage,"Culvert / drainage at ward 40, Belagavi",IA019,V002,719000,548000,533000,75,in_progress,2025-10-25,2025-12-05,2026-01-01,2026-06-19,,,False
W00171,MP019,Karnataka,Bengaluru,2024-25,CC road / paver block,"CC road / paver block at ward 35, Bengaluru",IA033,V054,726000,655000,610000,82,in_progress,2024-07-19,2024-09-23,2024-11-05,2025-04-06,,,False
W00172,MP017,Maharashtra,Thane,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 24, Thane",IA013,V058,206000,202000,190000,100,completed,2025-11-15,2026-01-28,2026-03-02,2026-06-20,2026-06-08,IMG_W00172,True
W00173,MP002,Tamil Nadu,Trichy,2023-24,e-Library,"e-Library at ward 17, Trichy",IA016,V045,1968000,1701000,1562000,100,completed,2025-09-14,2025-10-28,2025-12-04,2026-04-14,2026-08-25,IMG_W00173,True
W00174,MP022,Maharashtra,Pune,2023-24,CC road / paver block,"CC road / paver block at ward 31, Pune",IA018,V033,1070000,0,0,0,sanctioned,2024-07-18,2024-09-16,,,,,False
W00175,MP009,Tamil Nadu,Coimbatore,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 15, Coimbatore",IA010,V041,295000,282000,256000,100,completed,2025-05-23,2025-06-23,2025-07-20,2025-08-25,2026-01-08,IMG_W00175,True
W00176,MP004,Maharashtra,Nashik,2025-26,Public toilet block,"Public toilet block at ward 24, Nashik",IA009,V002,872000,831000,801000,100,completed,2024-10-18,2024-11-20,2024-12-17,2025-06-10,2025-06-11,IMG_W00176,True
W00177,MP006,Tamil Nadu,Chennai,2024-25,School classroom block,"School classroom block at ward 40, Chennai",IA012,V054,3401000,3220000,3215000,100,completed,2025-08-16,2025-09-22,2025-10-24,2026-05-02,2026-06-07,IMG_W00177,True
W00178,MP013,Maharashtra,Thane,2024-25,Public toilet block,"Public toilet block at ward 22, Nashik",IA034,V059,906000,841000,759000,100,completed,2025-07-11,2025-08-26,2025-09-24,2026-02-16,2025-12-12,IMG_W00178,True
W00179,MP020,Tamil Nadu,Coimbatore,2025-26,CC road / paver block,"CC road / paver block at ward 12, Coimbatore",IA037,V011,1958000,1745000,1726000,100,completed,2025-11-08,2026-02-05,2026-02-23,2026-05-25,2026-06-18,IMG_W00179,True
W00180,MP020,Tamil Nadu,Madurai,2024-25,School classroom block,"School classroom block at ward 25, Madurai",IA027,V003,2495885,2403000,3520000,100,completed,2023-09-28,2023-12-03,2024-01-01,2024-06-17,2024-05-26,IMG_W00180,True
W00181,MP006,Karnataka,Bengaluru,2024-25,e-Library,"e-Library at ward 16, Bengaluru",IA038,V025,1106000,414000,307000,42,in_progress,2024-08-17,2024-09-21,2024-10-25,2024-12-20,,,False
W00182,MP015,Tamil Nadu,Madurai,2023-24,Solar street lights,"Solar street lights at ward 21, Madurai",IA036,V012,721000,415000,383000,58,in_progress,2025-08-04,2025-09-20,2025-10-26,2026-03-22,,,False
W00183,MP016,Maharashtra,Thane,2025-26,Community hall,"Community hall at ward 13, Thane",IA003,V038,2282000,1885000,1575000,84,in_progress,2025-06-21,2025-09-13,2025-10-22,2026-01-18,,,False
W00184,MP014,Tamil Nadu,Salem,2024-25,School classroom block,"School classroom block at ward 35, Salem",IA021,V047,1689000,1444000,1328000,100,completed,2025-12-29,2026-03-21,2026-04-16,2026-03-16,2026-10-24,IMG_SHARED_2047,True
W00185,MP005,Karnataka,Mysuru,2025-26,Culvert / drainage,"Culvert / drainage at ward 40, Mysuru",IA022,V013,1209000,667000,526000,64,in_progress,2024-11-24,2025-02-19,2025-03-09,2025-06-02,,,False
W00186,MP010,Maharashtra,Pune,2024-25,School classroom block,"School classroom block at ward 22, Pune",IA012,V048,1630000,787000,780000,46,in_progress,2023-04-24,2023-07-17,2023-08-27,2024-03-10,,,False
W00187,MP022,Karnataka,Belagavi,2024-25,Solar street lights,"Solar street lights at ward 29, Belagavi",IA025,V043,626000,554000,526000,100,completed,2026-01-15,2026-03-28,2026-05-03,2026-09-04,2026-12-13,IMG_W00187,True
W00188,MP002,Tamil Nadu,Chennai,2023-24,e-Library,"e-Library at ward 11, Chennai",IA019,V015,1207000,663000,600000,58,in_progress,2023-11-16,2024-02-01,2024-03-11,2024-08-28,,,False
W00189,MP023,Karnataka,Mysuru,2025-26,School classroom block,"School classroom block at ward 37, Mysuru",IA018,V051,3258000,1919000,1550000,56,in_progress,2024-05-04,2024-06-24,2024-07-14,2024-11-01,,,False
W00190,MP025,Maharashtra,Thane,2024-25,Public toilet block,"Public toilet block at ward 8, Hubli",IA034,V059,437000,200000,185000,42,in_progress,2023-12-06,2024-02-14,2024-03-27,2024-08-07,,,False
W00191,MP020,Maharashtra,Nagpur,2024-25,Culvert / drainage,"Culvert / drainage at ward 32, Nagpur",IA035,V007,395000,809000,364000,100,completed,2023-12-27,2024-02-07,2024-02-23,2024-02-09,2024-12-09,IMG_W00191,True
W00192,MP023,Tamil Nadu,Trichy,2025-26,Solar street lights,"Solar street lights at ward 19, Trichy",IA017,V042,256000,0,0,0,sanctioned,2024-12-31,2025-02-01,,,,,False
W00193,MP012,Karnataka,Mysuru,2025-26,Culvert / drainage,"Culvert / drainage at ward 38, Mysuru",IA030,V006,1117000,1005000,956000,100,completed,2024-01-05,2024-03-26,2024-05-08,2024-07-15,2024-12-22,IMG_W00193,True
W00194,MP006,Karnataka,Mysuru,2023-24,Solar street lights,"Solar street lights at ward 16, Mysuru",IA020,V056,353000,164000,115000,47,in_progress,2024-05-07,2024-06-06,2024-07-01,2024-08-24,,,False
W00195,MP003,Karnataka,Belagavi,2024-25,Solar street lights,"Solar street lights at ward 10, Belagavi",IA015,V050,251000,261000,254000,100,completed,2023-10-29,2024-01-09,2024-02-15,2024-08-02,2024-06-15,IMG_W00195,True
W00196,MP001,Tamil Nadu,Trichy,2025-26,School classroom block,"School classroom block at ward 8, Trichy",IA032,V057,1972000,1686000,1652000,100,completed,2025-08-03,2025-09-25,2025-10-10,2026-01-14,2026-05-31,IMG_W00196,True
W00197,MP016,Tamil Nadu,Salem,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 38, Salem",IA021,V052,673000,202000,194000,31,in_progress,2023-08-08,2023-09-24,2023-10-16,2024-01-27,,,False
W00198,MP020,Maharashtra,Pune,2023-24,e-Library,"e-Library at ward 27, Pune",IA013,V011,1209000,1150000,1106000,100,completed,2025-12-09,2026-01-27,2026-02-13,2026-06-17,2026-10-03,IMG_W00198,True
W00199,MP001,Maharashtra,Nashik,2025-26,Public toilet block,"Public toilet block at ward 16, Nashik",IA011,V013,609000,519000,470000,100,completed,2025-01-09,2025-03-25,2025-04-28,2025-07-05,2025-10-02,IMG_W00199,True
W00200,MP006,Karnataka,Mysuru,2025-26,Drinking water - borewell,"Drinking water - borewell at ward 38, Mysuru",IA021,V033,712000,369000,318000,51,in_progress,2023-12-15,2024-01-29,2024-03-03,2024-05-13,,,False
W00201,MP013,Maharashtra,Thane,2025-26,CC road / paver block,"CC road / paver block at ward 29, Trichy",IA034,V059,739000,739000,718000,100,completed,2023-08-11,2023-10-12,2023-11-18,2024-03-09,2024-05-15,IMG_W00201,True
W00202,MP002,Tamil Nadu,Coimbatore,2024-25,CC road / paver block,"CC road / paver block at ward 5, Coimbatore",IA012,V027,760000,664000,656000,100,completed,2025-11-13,2026-01-12,2026-01-29,2026-07-05,2026-07-02,IMG_W00202,True
W00203,MP016,Karnataka,Belagavi,2024-25,Community hall,"Community hall at ward 28, Belagavi",IA006,V046,1235000,1069000,1027000,100,completed,2024-07-18,2024-09-20,2024-10-31,2025-02-23,2025-03-24,IMG_W00203,True
W00204,MP001,Karnataka,Mysuru,2024-25,Public toilet block,"Public toilet block at ward 35, Mysuru",IA018,V057,556000,220000,212000,38,in_progress,2023-11-22,2024-01-14,2024-02-27,2024-06-12,,,False
W00205,MP008,Karnataka,Hubli,2025-26,Culvert / drainage,"Culvert / drainage at ward 17, Hubli",IA001,V051,403000,0,0,0,sanctioned,2024-04-06,2024-05-12,,,,,False
W00206,MP010,Karnataka,Mysuru,2023-24,e-Library,"e-Library at ward 34, Mysuru",IA008,V023,1834000,1726000,1692000,100,completed,2026-01-16,2026-04-13,2026-05-05,2026-10-21,2026-09-07,IMG_W00206,True
W00207,MP019,Maharashtra,Thane,2025-26,Community hall,"Community hall at ward 8, Madurai",IA034,V059,1545000,583000,512000,44,in_progress,2025-04-22,2025-06-25,2025-07-31,2025-11-22,,,False
W00208,MP005,Maharashtra,Thane,2024-25,Public toilet block,"Public toilet block at ward 30, Belagavi",IA034,V059,557000,291000,220000,54,in_progress,2024-12-04,2025-02-15,2025-03-18,2025-06-08,,,False
W00209,MP012,Karnataka,Hubli,2023-24,Public toilet block,"Public toilet block at ward 14, Hubli",IA014,V043,283000,197000,193000,72,in_progress,2025-10-07,2025-11-29,2025-12-22,2026-03-21,,,False
W00210,MP020,Tamil Nadu,Madurai,2023-24,Community hall,"Community hall at ward 20, Madurai",IA019,V028,1909000,1992000,1795000,100,completed,2024-09-27,2024-11-28,2025-01-07,2025-05-08,2025-09-03,IMG_W00210,True
W00211,MP015,Tamil Nadu,Trichy,2024-25,School classroom block,"School classroom block at ward 5, Trichy",IA026,V037,3049000,2985000,2815000,100,completed,2025-08-24,2025-09-24,2025-10-31,2026-03-30,2026-06-20,IMG_W00211,True
W00212,MP006,Tamil Nadu,Salem,2025-26,Community hall,"Community hall at ward 28, Salem",IA016,V058,2441000,2399000,2205000,100,completed,2025-09-14,2025-10-21,2025-12-03,2026-04-05,2026-08-17,IMG_W00212,True
W00213,MP017,Tamil Nadu,Trichy,2023-24,Solar street lights,"Solar street lights at ward 40, Trichy",IA011,V028,347000,295000,266000,100,completed,2024-08-03,2024-09-12,2024-10-16,2024-11-25,2025-06-26,IMG_W00213,True
W00214,MP025,Maharashtra,Nashik,2023-24,CC road / paver block,"CC road / paver block at ward 15, Nashik",IA023,V027,503000,500000,462000,100,completed,2025-12-13,2026-01-20,2026-02-05,2026-01-19,2026-07-24,IMG_W00214,True
W00215,MP003,Tamil Nadu,Coimbatore,2025-26,Drinking water - borewell,"Drinking water - borewell at ward 31, Coimbatore",IA006,V039,245000,240000,235000,100,completed,2024-06-02,2024-07-28,2024-08-27,2024-12-26,2024-11-02,IMG_W00215,True
W00216,MP011,Karnataka,Bengaluru,2024-25,Culvert / drainage,"Culvert / drainage at ward 33, Bengaluru",IA031,V051,1296000,451000,334000,34,in_progress,2024-09-02,2024-10-15,2024-11-21,2025-03-15,,,False
W00217,MP002,Tamil Nadu,Coimbatore,2023-24,e-Library,"e-Library at ward 18, Coimbatore",IA008,V038,1545000,1598000,1497000,100,completed,2025-04-17,2025-07-01,2025-08-09,2025-10-31,2025-11-23,IMG_W00217,True
W00218,MP012,Karnataka,Hubli,2023-24,CC road / paver block,"CC road / paver block at ward 10, Hubli",IA028,V051,1265000,1157000,1127000,100,completed,2024-05-09,2024-07-07,2024-07-30,2025-02-13,2025-05-22,IMG_W00218,True
W00219,MP001,Maharashtra,Pune,2025-26,School classroom block,"School classroom block at ward 19, Pune",IA010,V055,1837000,1677000,1617000,83,in_progress,2025-05-08,2025-06-10,2025-07-22,2025-10-05,,,False
W00220,MP018,Karnataka,Bengaluru,2023-24,School classroom block,"School classroom block at ward 7, Bengaluru",IA019,V055,2174000,1611000,1280000,76,in_progress,2023-11-16,2024-01-22,2024-02-15,2024-03-22,,,False
W00221,MP017,Tamil Nadu,Coimbatore,2024-25,Culvert / drainage,"Culvert / drainage at ward 10, Coimbatore",IA022,V043,1318000,807000,757000,57,in_progress,2025-01-06,2025-03-04,2025-03-30,2025-05-30,,,False
W00222,MP004,Karnataka,Hubli,2024-25,Solar street lights,"Solar street lights at ward 4, Hubli",IA010,V027,659000,620000,568000,100,completed,2024-12-14,2025-02-11,2025-03-02,2025-09-17,2025-10-29,IMG_W00222,True
W00223,MP007,Tamil Nadu,Chennai,2024-25,CC road / paver block,"CC road / paver block at ward 19, Chennai",IA009,V044,1155000,1050000,984000,100,completed,2025-01-02,2025-02-07,2025-03-22,2025-05-01,2025-06-18,IMG_W00223,True
W00224,MP019,Maharashtra,Nagpur,2024-25,CC road / paver block,"CC road / paver block at ward 37, Nagpur",IA008,V023,991000,847000,1330000,100,completed,2023-08-10,2023-10-18,2023-11-14,2024-03-06,2024-03-11,IMG_W00224,True
W00225,MP016,Tamil Nadu,Salem,2025-26,e-Library,"e-Library at ward 4, Salem",IA019,V002,1660000,1349000,1323000,83,in_progress,2024-09-13,2024-11-17,2024-12-04,2025-02-05,,,False
W00226,MP025,Karnataka,Belagavi,2024-25,Culvert / drainage,"Culvert / drainage at ward 33, Belagavi",IA037,V021,631000,597000,576000,100,completed,2024-08-06,2024-10-28,2024-12-07,2025-01-07,2025-08-23,IMG_W00226,True
W00227,MP025,Karnataka,Mysuru,2024-25,Community hall,"Community hall at ward 25, Mysuru",IA018,V045,2932000,2800000,2689000,100,completed,2024-04-05,2024-06-30,2024-08-06,2025-01-02,2025-04-09,IMG_W00227,True
W00228,MP008,Karnataka,Hubli,2023-24,Public toilet block,"Public toilet block at ward 35, Hubli",IA014,V010,470000,462000,459000,100,completed,2023-12-28,2024-03-16,2024-04-14,2024-09-23,2024-11-25,IMG_W00228,True
W00229,MP009,Tamil Nadu,Salem,2024-25,e-Library,"e-Library at ward 11, Salem",IA017,V010,1362000,1336000,1233000,100,completed,2025-06-15,2025-09-07,2025-10-22,2026-03-10,2026-06-17,IMG_W00229,True
W00230,MP005,Karnataka,Bengaluru,2025-26,Solar street lights,"Solar street lights at ward 31, Bengaluru",IA032,V054,390000,360000,341000,100,completed,2023-07-06,2023-08-29,2023-09-21,2023-11-18,2024-02-08,IMG_W00230,True
W00231,MP010,Karnataka,Hubli,2025-26,Solar street lights,"Solar street lights at ward 18, Hubli",IA012,V011,260000,249000,230000,100,completed,2024-09-16,2024-12-10,2024-12-29,2025-02-08,2025-08-16,IMG_W00231,True
W00232,MP005,Karnataka,Belagavi,2023-24,Culvert / drainage,"Culvert / drainage at ward 24, Belagavi",IA003,V057,1282000,2379000,1282000,100,completed,2025-09-10,2025-10-30,2025-11-26,2026-03-10,2026-05-14,IMG_W00232,True
W00233,MP017,Karnataka,Bengaluru,2025-26,Public toilet block,"Public toilet block at ward 15, Bengaluru",IA037,V017,518000,493000,441000,90,in_progress,2024-08-01,2024-10-08,2024-11-16,2025-02-13,,,False
W00234,MP008,Maharashtra,Thane,2025-26,School classroom block,"School classroom block at ward 19, Thane",IA004,V024,1848000,1933000,1804000,100,completed,2024-09-26,2024-12-04,2025-01-05,2025-04-08,2025-06-02,IMG_W00234,True
W00235,MP022,Karnataka,Mysuru,2023-24,Culvert / drainage,"Culvert / drainage at ward 35, Mysuru",IA023,V002,454000,456000,421000,100,completed,2023-10-15,2023-12-07,2024-01-21,2024-06-15,2024-07-17,IMG_W00235,True
W00236,MP020,Maharashtra,Pune,2025-26,Solar street lights,"Solar street lights at ward 17, Pune",IA014,V006,2497358,4495000,2997000,100,completed,2023-12-28,2024-03-15,2024-04-02,2024-05-06,2024-12-24,,False
W00237,MP024,Tamil Nadu,Coimbatore,2024-25,School classroom block,"School classroom block at ward 14, Coimbatore",IA013,V013,1641000,1660000,1557000,100,completed,2024-05-15,2024-07-04,2024-08-09,2024-07-28,2025-04-13,IMG_W00237,True
W00238,MP004,Karnataka,Hubli,2023-24,Solar street lights,"Solar street lights at ward 40, Hubli",IA027,V008,812000,803000,788000,100,completed,2023-10-19,2023-11-27,2023-12-27,2024-02-29,2024-05-25,IMG_W00238,True
W00239,MP020,Tamil Nadu,Trichy,2025-26,Culvert / drainage,"Culvert / drainage at ward 30, Trichy",IA033,V028,1134000,966000,877000,100,completed,2025-12-06,2026-02-26,2026-04-08,2026-08-14,2026-08-28,IMG_W00239,True
W00240,MP015,Karnataka,Mysuru,2024-25,Solar street lights,"Solar street lights at ward 18, Mysuru",IA027,V048,830000,0,0,0,sanctioned,2025-01-16,2025-02-23,,,,,False
W00241,MP018,Tamil Nadu,Madurai,2023-24,School classroom block,"School classroom block at ward 10, Madurai",IA006,V025,1086000,0,0,0,sanctioned,2023-12-03,2024-01-23,,,,,False
W00242,MP010,Tamil Nadu,Coimbatore,2025-26,Drinking water - borewell,"Drinking water - borewell at ward 12, Coimbatore",IA013,V051,423000,415000,399000,100,completed,2025-12-15,2026-03-14,2026-03-30,2026-07-16,2027-01-05,IMG_W00242,True
W00243,MP001,Karnataka,Belagavi,2023-24,Solar street lights,"Solar street lights at ward 36, Belagavi",IA007,V023,458000,891000,395000,100,completed,2023-09-18,2023-11-26,2024-01-08,2024-05-03,2024-10-24,IMG_W00243,True
